320506,吴中区,512,苏州市,320000,江苏省
320505,虎丘区,512,苏州市,320000,江苏省
320508,姑苏区,512,苏州市,320000,江苏省
320507,相城区,512,苏州市,320000,江苏省
320509,吴江区,512,苏州市,320000,江苏省
331102,莲都区,578,丽水市,330000,浙江省
331121,青田县,578,丽水市,330000,浙江省
331122,缙云县,578,丽水市,330000,浙江省
331123,遂昌县,578,丽水市,330000,浙江省
331124,松阳县,578,丽水市,330000,浙江省
331125,云和县,578,丽水市,330000,浙江省
331126,庆元县,578,丽水市,330000,浙江省
331127,景宁畲族自治县,578,丽水市,330000,浙江省
331181,龙泉市,578,丽水市,330000,浙江省
320703,连云区,518,连云港市,320000,江苏省
320706,海州区,518,连云港市,320000,江苏省
320707,赣榆区,518,连云港市,320000,江苏省
320722,东海县,518,连云港市,320000,江苏省
320723,灌云县,518,连云港市,320000,江苏省
320724,灌南县,518,连云港市,320000,江苏省
340503,花山区,555,马鞍山市,340000,安徽省
340504,雨山区,555,马鞍山市,340000,安徽省
340506,博望区,555,马鞍山市,340000,安徽省
340521,当涂县,555,马鞍山市,340000,安徽省
340522,含山县,555,马鞍山市,340000,安徽省
340523,和县,555,马鞍山市,340000,安徽省
320102,玄武区,25,南京市,320000,江苏省
320104,秦淮区,25,南京市,320000,江苏省
320105,建邺区,25,南京市,320000,江苏省
320106,鼓楼区,25,南京市,320000,江苏省
320111,浦口区,25,南京市,320000,江苏省
320113,栖霞区,25,南京市,320000,江苏省
320114,雨花台区,25,南京市,320000,江苏省
320115,江宁区,25,南京市,320000,江苏省
320116,六合区,25,南京市,320000,江苏省
320117,溧水区,25,南京市,320000,江苏省
320118,高淳区,25,南京市,320000,江苏省
320612,通州区,513,南通市,320000,江苏省
320613,崇川区,513,南通市,320000,江苏省
320614,海门区,513,南通市,320000,江苏省
310101,黄浦区,21,上海市,310000,上海市
310104,徐汇区,21,上海市,310000,上海市
310105,长宁区,21,上海市,310000,上海市
310106,静安区,21,上海市,310000,上海市
310107,普陀区,21,上海市,310000,上海市
310109,虹口区,21,上海市,310000,上海市
310110,杨浦区,21,上海市,310000,上海市
310112,闵行区,21,上海市,310000,上海市
310113,宝山区,21,上海市,310000,上海市
310114,嘉定区,21,上海市,310000,上海市
310115,浦东新区,21,上海市,310000,上海市
310116,金山区,21,上海市,310000,上海市
310117,松江区,21,上海市,310000,上海市
310118,青浦区,21,上海市,310000,上海市
310120,奉贤区,21,上海市,310000,上海市
330602,越城区,575,绍兴市,330000,浙江省
330603,柯桥区,575,绍兴市,330000,浙江省
330604,上虞区,575,绍兴市,330000,浙江省
330681,诸暨市,575,绍兴市,330000,浙江省
321302,宿城区,527,宿迁市,320000,江苏省
321311,宿豫区,527,宿迁市,320000,江苏省
321322,沭阳县,527,宿迁市,320000,江苏省
321323,泗阳县,527,宿迁市,320000,江苏省
321324,泗洪县,527,宿迁市,320000,江苏省
340811,宜秀区,556,安庆市,340000,安徽省
340802,迎江区,556,安庆市,340000,安徽省
340803,大观区,556,安庆市,340000,安徽省
340302,龙子湖区,552,蚌埠市,340000,安徽省
340311,淮上区,552,蚌埠市,340000,安徽省
340304,禹会区,552,蚌埠市,340000,安徽省
340303,蚌山区,552,蚌埠市,340000,安徽省
340322,五河县,552,蚌埠市,340000,安徽省
340321,怀远县,552,蚌埠市,340000,安徽省
340323,固镇县,552,蚌埠市,340000,安徽省
330102,上城区,571,杭州市,330000,浙江省
330105,拱墅区,571,杭州市,330000,浙江省
330109,萧山区,571,杭州市,330000,浙江省
330106,西湖区,571,杭州市,330000,浙江省
330111,富阳区,571,杭州市,330000,浙江省
330114,钱塘区,571,杭州市,330000,浙江省
330108,滨江区,571,杭州市,330000,浙江省
330113,临平区,571,杭州市,330000,浙江省
330110,余杭区,571,杭州市,330000,浙江省
330112,临安区,571,杭州市,330000,浙江省
330502,吴兴区,572,湖州市,330000,浙江省
330503,南浔区,572,湖州市,330000,浙江省
330523,安吉县,572,湖州市,330000,浙江省
330522,长兴县,572,湖州市,330000,浙江省
330521,德清县,572,湖州市,330000,浙江省
340602,杜集区,561,淮北市,340000,安徽省
340603,相山区,561,淮北市,340000,安徽省
340604,烈山区,561,淮北市,340000,安徽省
340621,濉溪县,561,淮北市,340000,安徽省
330411,秀洲区,573,嘉兴市,330000,浙江省
330402,南湖区,573,嘉兴市,330000,浙江省
330483,桐乡市,573,嘉兴市,330000,浙江省
320803,淮安区,517,淮安市,320000,江苏省
320812,清江浦区,517,淮安市,320000,江苏省
320804,淮阴区,517,淮安市,320000,江苏省
320813,洪泽区,517,淮安市,320000,江苏省
320826,涟水县,517,淮安市,320000,江苏省
320831,金湖县,517,淮安市,320000,江苏省
320830,盱眙县,517,淮安市,320000,江苏省
340104,蜀山区,551,合肥市,340000,安徽省
340111,包河区,551,合肥市,340000,安徽省
340102,瑶海区,551,合肥市,340000,安徽省
340103,庐阳区,551,合肥市,340000,安徽省
320411,新北区,519,常州市,320000,江苏省
320402,天宁区,519,常州市,320000,江苏省
320404,钟楼区,519,常州市,320000,江苏省
320412,武进区,519,常州市,320000,江苏省
320413,金坛区,519,常州市,320000,江苏省
340706,义安区,562,铜陵市,340000,安徽省
340705,铜官区,562,铜陵市,340000,安徽省
340711,郊区,562,铜陵市,340000,安徽省
340722,枞阳县,562,铜陵市,340000,安徽省
340202,镜湖区,553,芜湖市,340000,安徽省
340209,弋江区,553,芜湖市,340000,安徽省
340207,鸠江区,553,芜湖市,340000,安徽省
340212,繁昌区,553,芜湖市,340000,安徽省
340210,湾沚区,553,芜湖市,340000,安徽省
321202,海陵区,523,泰州市,320000,江苏省
321203,高港区,523,泰州市,320000,江苏省
321204,姜堰区,523,泰州市,320000,江苏省
321283,泰兴市,523,泰州市,320000,江苏省
321281,兴化市,523,泰州市,320000,江苏省
321282,靖江市,523,泰州市,320000,江苏省
320211,滨湖区,510,无锡市,320000,江苏省
320214,新吴区,510,无锡市,320000,江苏省
320206,惠山区,510,无锡市,320000,江苏省
320213,梁溪区,510,无锡市,320000,江苏省
320205,锡山区,510,无锡市,320000,江苏省
320903,盐都区,515,盐城市,320000,江苏省
320902,亭湖区,515,盐城市,320000,江苏省
320904,大丰区,515,盐城市,320000,江苏省
321012,江都区,514,扬州市,320000,江苏省
321003,邗江区,514,扬州市,320000,江苏省
321002,广陵区,514,扬州市,320000,江苏省
321081,仪征市,514,扬州市,320000,江苏省
321023,宝应县,514,扬州市,320000,江苏省
321084,高邮市,514,扬州市,320000,江苏省
321111,润州区,511,镇江市,320000,江苏省
321102,京口区,511,镇江市,320000,江苏省
321112,丹徒区,511,镇江市,320000,江苏省
321183,句容市,511,镇江市,320000,江苏省
321181,丹阳市,511,镇江市,320000,江苏省
321182,扬中市,511,镇江市,320000,江苏省
331003,黄岩区,576,台州市,330000,浙江省
331002,椒江区,576,台州市,330000,浙江省
331004,路桥区,576,台州市,330000,浙江省
331081,温岭市,576,台州市,330000,浙江省
331023,天台县,576,台州市,330000,浙江省
331024,仙居县,576,台州市,330000,浙江省
331082,临海市,576,台州市,330000,浙江省
331083,玉环市,576,台州市,330000,浙江省
330902,定海区,580,舟山市,330000,浙江省
330903,普陀区,580,舟山市,330000,浙江省
330921,岱山县,580,舟山市,330000,浙江省
330922,嵊泗县,580,舟山市,330000,浙江省
320302,鼓楼区,516,徐州市,320000,江苏省
320303,云龙区,516,徐州市,320000,江苏省
320305,贾汪区,516,徐州市,320000,江苏省
320311,泉山区,516,徐州市,320000,江苏省
320312,铜山区,516,徐州市,320000,江苏省
320321,丰县,516,徐州市,320000,江苏省
320382,邳州市,516,徐州市,320000,江苏省
330203,海曙区,574,宁波市,330000,浙江省
330205,江北区,574,宁波市,330000,浙江省
330206,北仑区,574,宁波市,330000,浙江省
330211,镇海区,574,宁波市,330000,浙江省
330212,鄞州区,574,宁波市,330000,浙江省
330213,奉化区,574,宁波市,330000,浙江省
330802,柯城区,570,衢州市,330000,浙江省
330803,衢江区,570,衢州市,330000,浙江省
330822,常山县,570,衢州市,330000,浙江省
330824,开化县,570,衢州市,330000,浙江省
330825,龙游县,570,衢州市,330000,浙江省
330881,江山市,570,衢州市,330000,浙江省
330702,婺城区,579,金华市,330000,浙江省
330703,金东区,579,金华市,330000,浙江省
330723,武义县,579,金华市,330000,浙江省
330726,浦江县,579,金华市,330000,浙江省
330727,磐安县,579,金华市,330000,浙江省
330781,兰溪市,579,金华市,330000,浙江省
330782,义乌市,579,金华市,330000,浙江省
330783,东阳市,579,金华市,330000,浙江省
330784,永康市,579,金华市,330000,浙江省
330302,鹿城区,577,温州市,330000,浙江省
330303,龙湾区,577,温州市,330000,浙江省
330304,瓯海区,577,温州市,330000,浙江省
330305,洞头区,577,温州市,330000,浙江省
330327,苍南县,577,温州市,330000,浙江省
341002,屯溪区,559,黄山市,340000,安徽省
341003,黄山区,559,黄山市,340000,安徽省
341004,徽州区,559,黄山市,340000,安徽省
341021,歙县,559,黄山市,340000,安徽省
341022,休宁县,559,黄山市,340000,安徽省
341023,黟县,559,黄山市,340000,安徽省
341024,祁门县,559,黄山市,340000,安徽省
341502,金安区,564,六安市,340000,安徽省
341503,裕安区,564,六安市,340000,安徽省
341504,叶集区,564,六安市,340000,安徽省
341522,霍邱县,564,六安市,340000,安徽省
341523,舒城县,564,六安市,340000,安徽省
341524,金寨县,564,六安市,340000,安徽省
341525,霍山县,564,六安市,340000,安徽省
340402,大通区,554,淮南市,340000,安徽省
340403,田家庵区,554,淮南市,340000,安徽省
340404,谢家集区,554,淮南市,340000,安徽省
340405,八公山区,554,淮南市,340000,安徽省
340406,潘集区,554,淮南市,340000,安徽省
340421,凤台县,554,淮南市,340000,安徽省
340422,寿县,554,淮南市,340000,安徽省
341302,埇桥区,557,宿州市,340000,安徽省
341321,砀山县,557,宿州市,340000,安徽省
341322,萧县,557,宿州市,340000,安徽省
341323,灵璧县,557,宿州市,340000,安徽省
341324,泗县,557,宿州市,340000,安徽省
341202,颍州区,1558,阜阳市,340000,安徽省
341203,颍东区,1558,阜阳市,340000,安徽省
341204,颍泉区,1558,阜阳市,340000,安徽省
341221,临泉县,1558,阜阳市,340000,安徽省
341222,太和县,1558,阜阳市,340000,安徽省
341225,阜南县,1558,阜阳市,340000,安徽省
341226,颍上县,1558,阜阳市,340000,安徽省
341282,界首市,1558,阜阳市,340000,安徽省
341602,谯城区,558,亳州市,340000,安徽省
341621,涡阳县,558,亳州市,340000,安徽省
341622,蒙城县,558,亳州市,340000,安徽省
341623,利辛县,558,亳州市,340000,安徽省
341702,贵池区,566,池州市,340000,安徽省
341721,东至县,566,池州市,340000,安徽省
341722,石台县,566,池州市,340000,安徽省
341723,青阳县,566,池州市,340000,安徽省
341102,琅琊区,550,滁州市,340000,安徽省
341103,南谯区,550,滁州市,340000,安徽省
341122,来安县,550,滁州市,340000,安徽省
341124,全椒县,550,滁州市,340000,安徽省
341125,定远县,550,滁州市,340000,安徽省
341126,凤阳县,550,滁州市,340000,安徽省
341181,天长市,550,滁州市,340000,安徽省
341182,明光市,550,滁州市,340000,安徽省
341802,宣州区,563,宣城市,340000,安徽省
341821,郎溪县,563,宣城市,340000,安徽省
341882,广德市,563,宣城市,340000,安徽省
341823,泾县,563,宣城市,340000,安徽省
341824,绩溪县,563,宣城市,340000,安徽省
341825,旌德县,563,宣城市,340000,安徽省
341881,宁国市,563,宣城市,340000,安徽省
